po_id,supplier_id,supplier_name,supplier_country,material_category,material_criticality,order_date,promised_delivery_date,quantity_ordered,unit_price_usd,order_value_usd,payment_terms,shipping_method,distance_km,supplier_lead_time_avg_days,supplier_otd_rate_historical_pct,supplier_active_pos_count,is_peak_season,actual_delivery_date,delay_days,goods_receipt_status,is_late
PO-2024-001922,SUP-038,Supplier Generic 38,China,Raw Material,Low,2024-07-08,2024-08-01,180,34.89,6280.2,Net 90,Sea,2823.0,19.9,70.2,5,0,2024-07-31,-1,Complete,0
PO-2024-000944,SUP-013,Bangkok Packaging Solutions,Germany,Packaging,Medium,2024-09-26,2024-10-23,517,15.22,7868.74,Net 30,Sea,11778.9,21.0,53.4,4,0,2024-10-23,0,Complete,0
PO-2024-002153,SUP-044,Supplier Generic 44,China,Raw Material,Medium,2024-03-09,2024-03-24,1013,14.55,14739.15,Net 30,Air,3184.0,18.9,76.0,8,1,2024-03-21,-3,Complete,0
PO-2024-000150,SUP-035,Supplier Generic 35,China,Raw Material,Low,2024-07-24,2024-08-05,921,12.56,11567.76,Net 30,Air,3213.9,14.5,80.7,1,0,2024-08-04,-1,Complete,0
PO-2024-002057,SUP-011,Tokyo Machining Corp,China,Raw Material,Low,2024-05-12,2024-06-02,2718,22.5,61155.0,Net 30,Sea,3101.9,17.8,67.1,4,0,2024-06-02,0,Complete,0
PO-2024-001350,SUP-026,Supplier Generic 26,Indonesia,Raw Material,Low,2024-08-13,2024-08-15,529,12.39,6554.31,Net 90,Courier,315.8,2.0,83.4,5,0,2024-08-13,-2,Complete,0
PO-2024-000679,SUP-011,Tokyo Machining Corp,China,Packaging,Low,2024-02-21,2024-03-17,252,16.14,4067.28,COD,Sea,3275.8,17.8,67.1,10,0,2024-03-17,0,Complete,0
PO-2024-000899,SUP-004,PT Karya Plastik Sejahtera,Japan,Component,Low,2024-04-26,2024-05-22,955,26.29,25106.95,Net 30,Sea,6213.1,18.9,59.3,6,1,2024-05-21,-1,Complete,0
PO-2024-001453,SUP-047,Supplier Generic 47,China,Raw Material,Medium,2024-10-15,2024-10-23,220,11.25,2475.0,Net 60,Air,2992.8,11.1,49.4,9,0,2024-11-06,14,Complete,1
PO-2024-002200,SUP-022,Supplier Generic 22,China,Raw Material,Low,2024-12-07,2024-12-30,1579,8.29,13089.91,COD,Sea,3107.5,17.1,99.0,2,1,2024-12-27,-3,Complete,0
PO-2024-002338,SUP-018,PT Bumi Kemasan Lestari,Indonesia,Packaging,High,2024-06-07,2024-06-16,1692,13.27,22452.84,Net 30,Land,318.5,6.3,51.1,9,0,2024-06-15,-1,Complete,0
PO-2024-002043,SUP-018,PT Bumi Kemasan Lestari,Indonesia,Raw Material,Low,2024-11-24,2024-11-29,1219,8.04,9800.76,Net 90,Courier,312.4,6.3,51.1,6,1,2024-12-01,2,Complete,1
PO-2024-001679,SUP-024,Supplier Generic 24,Thailand,Component,Low,2024-10-16,2024-11-01,497,11.9,5914.3,Net 60,Sea,1955.5,11.9,99.0,3,0,2024-10-31,-1,Complete,0
PO-2024-000673,SUP-045,Supplier Generic 45,South Korea,Raw Material,Medium,2024-11-14,2024-12-13,4470,13.26,59272.2,Net 60,Sea,5482.1,22.5,,1,1,2024-12-12,-1,Complete,0
PO-2024-002386,SUP-007,Global Parts Co., USA ,Raw Material,High,2024-01-15,2024-02-22,566,7.47,4228.02,Net 30,Sea,16601.4,30.2,59.5,3,0,2024-02-21,-1,Complete,0
PO-2024-000228,SUP-024,Supplier Generic 24,Thailand,Packaging,Low,2024-06-30,2024-07-18,475,2.75,1306.25,Net 30,Sea,2299.5,11.9,99.0,4,0,2024-07-16,-2,Complete,0
PO-2024-000300,SUP-042,Supplier Generic 42,SOUTH KOREA,Raw Material,Low,2024-11-29,2024-12-20,443,8.43,3734.49,Net 60,Sea,4569.2,15.4,64.2,4,1,2024-12-28,8,Complete,1
PO-2024-000457,SUP-020,PT Wijaya Sparepart Utama,Germany,Component,Low,2024-07-12,2024-08-01,1058,14.7,15552.6,COD,Air,11708.1,23.3,57.9,5,0,2024-07-30,-2,Complete,0
PO-2024-001812,SUP-048,Supplier Generic 48,Indonesia,MRO,Low,2024-09-30,2024-10-07,261,12.37,3228.57,Net 60,Courier,348.2,5.9,,3,0,2024-10-07,0,Complete,0
PO-2024-001226,SUP-013,Bangkok Packaging Solutions,Germany,Component,Low,2024-10-13,2024-11-07,277,6.78,1878.06,Net 30,Sea,11968.7,21.0,53.4,10,0,2024-11-05,-2,Complete,0
PO-2024-001021,SUP-026,Supplier Generic 26,Indonesia,Packaging,Low,2024-09-07,2024-09-09,309,2.86,883.74,Net 60,Land,325.8,2.0,83.4,4,0,2024-09-07,-2,Complete,0
PO-2024-000399,SUP-010,Deutsche Praezisionsteile GmbH,China,Component,Medium,2024-05-27,2024-06-22,1054,8.98,9464.92,Net 30,Sea,2833.4,17.0,64.2,4,0,2024-06-20,-2,Complete,0
PO-2024-001420,SUP-035,Supplier Generic 35,China,MRO,High,2024-12-07,2024-12-26,2117,18.25,38635.25,COD,Sea,3017.3,14.5,80.7,4,1,2024-12-25,-1,Complete,0
PO-2024-001294,SUP-032,Supplier Generic 32,India,Component,Low,2024-10-15,2024-11-07,464,23.18,10755.52,Net 30,Sea,5693.9,19.2,90.1,4,0,2024-11-20,13,Complete,1
PO-2024-002191,SUP-032,Supplier Generic 32,India,Raw Material,Low,2024-10-19,2024-11-12,933,9.78,9124.74,Net 30,Sea,4065.9,19.2,90.1,3,0,2024-11-12,0,Complete,0
PO-2024-001597,SUP-026,Supplier Generic 26,Indonesia,Raw Material,Low,2024-09-25,2024-09-27,393,13.45,5285.85,Net 30,Land,346.3,2.0,,5,0,2024-09-27,0,Complete,0
PO-2024-001216,SUP-025,Supplier Generic 25,South Korea,Packaging,Low,2024-06-29,2024-07-30,1143,6.65,7600.95,Net 30,Sea,4671.8,22.0,76.1,14,0,2024-07-27,-3,Partial,0
PO-2024-002450,SUP-021,Supplier Generic 21,USA,Component,Medium,2024-08-12,2024-09-16,916,18.75,17175.0,Net 30,Sea,15115.0,27.5,76.2,8,0,2024-09-14,-2,Complete,0
PO-2024-001489,SUP-023,Supplier Generic 23,India,Raw Material,Medium,2024-08-29,2024-09-12,172,5.26,904.72,Net 60,Air,4836.7,17.2,48.9,6,0,2024-09-11,-1,Complete,0
PO-2024-000896,SUP-008,Shenzhen Precision Metals,South Korea,Raw Material,Low,2024-03-02,2024-03-22,185,13.77,2547.45,Net 90,Sea,5745.1,14.4,61.0,7,1,2024-03-20,-2,Complete,0
PO-2024-001033,SUP-041,Supplier Generic 41,China,Raw Material,Low,2024-05-31,2024-06-16,730,27.61,20155.3,Net 60,Air,3312.1,18.1,43.3,9,0,2024-06-16,0,Complete,0
PO-2024-000061,SUP-022,Supplier Generic 22,china,Component,Low,2024-10-28,2024-11-14,1106,,,Net 60,Air,3345.3,17.1,99.0,4,0,2024-11-12,-2,Complete,0
PO-2024-002479,SUP-037,Supplier Generic 37,Indonesia,Component,Low,2024-04-24,2024-05-05,124,8.63,1070.12,Net 30,Land ,330.9,9.5,88.9,9,1,2024-05-07,2,Complete,1
PO-2024-000095,SUP-003,PT Baja Presisi Indonesia,Thailand,Component,Medium,2024-06-28,2024-07-20,381,-34.59,13178.79,Net 60,Sea,2037.1,14.9,78.5,5,0,2024-07-19,-1,Complete,0
PO-2024-000635,SUP-004,PT Karya Plastik Sejahtera,Japan,Raw Material,Low,2024-12-23,2025-01-13,1297,9.25,11997.25,Net 60,Sea,6323.1,18.9,59.3,6,1,2025-01-12,-1,Complete,0
PO-2024-001859,SUP-039,Supplier Generic 39,Indonesia,Component,Medium,2024-08-31,2024-09-03,2177,3.29,7162.33,Net 60,Courier,328.5,2.9,79.9,4,0,2024-09-03,0,Complete,0
PO-2024-000835,SUP-015,KL Electronic Parts,China,Component,Medium,2024-05-24,2024-06-09,968,3.97,3842.96,,Air ,3501.8,19.7,79.7,8,0,2024-06-09,0,Complete,0
PO-2024-002088,SUP-004,PT Karya Plastik Sejahtera,Japan,Raw Material,High,2024-08-12,2024-08-28,621,5.39,3347.19,COD,Air,6486.7,18.9,59.3,9,0,2024-08-28,0,Complete,0
PO-2024-000251,SUP-031,Supplier Generic 31,USA,Packaging,Low,2024-04-10,2024-05-15,1811,25.93,46959.23,Net 30,Sea,15577.0,30.5,89.8,4,1,2024-05-12,-3,Complete,0
PO-2024-000654,SUP-032,Supplier Generic 32,India,MRO,Medium,2024-08-20,2024-09-15,522,8.4,4384.8,Net 30,Sea,6090.3,19.2,90.1,4,0,2024-09-13,-2,Complete,0
PO-2024-001840,SUP-006,PT Sumber Teknik Mandiri,India,Raw Material,Medium,2024-02-06,2024-03-01,236,9.57,2258.52,Net 60,Sea,4825.1,18.0,87.2,5,0,2024-03-01,0,Complete,0
PO-2024-001686,SUP-029,Supplier Generic 29,Indonesia,Component,Low,2024-02-08,2024-02-17,1495,25.23,37718.85,Net 30,Land,398.5,8.5,40.0,11,0,2024-02-14,-3,Complete,0
PO-2024-001938,SUP-019,PT Teknindo Sukses Mandiri,South Korea,Component,High,2024-07-02,2024-07-31,1349,15.95,21516.55,Net 90,Sea,4581.5,24.2,59.8,4,0,2024-07-29,-2,Complete,0
PO-2024-000935,SUP-010,Deutsche Praezisionsteile GmbH,China,Component,Low,2024-07-23,2024-08-15,361,11.71,4227.31,,Sea,3377.9,17.0,64.2,11,0,2024-08-16,1,Complete,1
PO-2024-000261,SUP-005,PT Anugerah Kemasan,Indonesia,Component,Medium,2024-02-23,2024-02-26,324,10.07,3262.68,Net 30,Courier,312.2,2.0,98.1,8,0,2024-02-25,-1,Complete,0
PO-2024-001553,SUP-006,PT Sumber Teknik Mandiri,India,Component,High,2024-12-21,2025-01-13,483,18.47,8921.01,Net 30,Sea,4466.5,18.0,,3,1,2025-01-12,-1,Complete,0
PO-2024-000052,SUP-024,Supplier Generic 24,Thailand,Raw Material,Medium,2024-05-19,2024-05-27,952,25.13,23923.76,Net 60,Air,2132.4,11.9,99.0,3,0,2024-05-25,-2,Complete,0
PO-2024-000306,SUP-004,PT Karya Plastik Sejahtera, Japan ,Component,Low,2024-03-08,2024-03-22,1013,4.04,4092.52,Net 30,Air,6288.8,18.9,59.3,6,1,2024-03-20,-2,Complete,0
PO-2024-001132,SUP-028,Supplier Generic 28,Indonesia,Raw Material,High,2024-04-11,2024-04-18,855,6.88,5882.4,COD,Courier,324.0,4.4,83.4,9,1,2024-04-18,0,Complete,0
PO-2024-000918,SUP-045,Supplier Generic 45,South Korea,Component,Low,2024-09-29,2024-10-25,307,2.62,804.34,Net 60,Sea,5470.3,22.5,72.4,4,0,2024-10-23,-2,Complete,0
PO-2024-001071,SUP-010,Deutsche Praezisionsteile GmbH,China,Packaging,Medium,2024-10-05,2024-10-19,267,11.6,3097.2,Net 60,air,3363.4,17.0,64.2,8,0,2024-10-18,-1,Complete,0
PO-2024-001974,SUP-050,Supplier Generic 50,Indonesia,MRO,Low,2024-02-23,2024-02-29,414,2.96,1225.44,Net 60,Courier,378.1,6.2,78.9,8,0,2024-02-27,-2,Complete,0
PO-2024-002181,SUP-034,Supplier Generic 34,China,Component,High,2024-11-22,2024-12-11,721,19.59,14124.39,COD,Sea,3588.7,17.8,81.6,9,1,2024-12-08,-3,Complete,0
PO-2024-000370,SUP-042,Supplier Generic 42,South Korea,Packaging,Medium,2024-01-29,2024-02-20,534,14.74,7871.16,Net 60,Sea,4797.0,15.4,64.2,4,0,2024-03-03,12,Partial,1
PO-2024-002011,SUP-007,Global Parts Co.,USA,Packaging,Medium,2024-10-09,2024-11-13,66,18.43,1216.38,Net 60,Sea,17890.0,30.2,59.5,5,0,2024-11-24,11,Complete,1
PO-2024-001971,SUP-013,Bangkok Packaging Solutions,Germany,Raw Material,Low,2024-11-19,2024-12-14,96,4.69,450.24,Net 30,Sea,12571.6,21.0,53.4,5,1,2024-12-12,-2,Complete,0
PO-2024-000681,SUP-031,Supplier Generic 31,USA,Packaging,Low,2024-08-31,2024-10-06,396,5.31,2102.76,Net 60,sea,16020.4,30.5,89.8,8,0,2024-10-20,14,Complete,1
PO-2024-000339,SUP-004,PT Karya Plastik Sejahtera,Japan,Packaging,Medium,2024-12-21,2025-01-15,1955,8.59,16793.45,Net 90,Sea,5785.1,18.9,59.3,4,1,2025-01-26,11,Complete,1
PO-2024-000105,SUP-002,PT Mitra Komponen Nusantara,China,Component,High,2024-01-22,2024-02-16,2075,12.36,25647.0,Net 60,Sea ,3040.3,18.5,59.4,9,0,2024-02-16,0,Complete,0
PO-2024-002083,SUP-036,Supplier Generic 36,Indonesia,MRO,Medium,2024-03-24,2024-03-26,3061,5.88,17998.68,COD,Land,336.5,3.4,40.0,3,1,2024-04-06,11,Complete,1
PO-2024-002276,SUP-032,Supplier Generic 32,India,Raw Material,Medium,2024-05-26,2024-06-19,166,5.59,927.94,COD,Sea,4870.7,19.2,90.1,4,0,2024-06-19,0,Complete,0
PO-2024-002037,SUP-030,Supplier Generic 30,Japan,Component,Low,2024-04-13,2024-05-13,430,48.0,20640.0,Net 30,Sea,5714.1,22.3,78.3,5,1,2024-05-11,-2,Complete,0
PO-2024-001182,SUP-044,Supplier Generic 44,China,Raw Material,Low,2024-07-25,2024-08-19,325,9.25,3006.25,COD,Sea,3818.1,18.9,76.0,2,0,2024-08-22,3,Complete,1
PO-2024-000993,SUP-013,Bangkok Packaging Solutions,Germany,Packaging,Low,2024-02-03,2024-03-01,4388,20.94,91884.72,Net 60,Sea,12017.0,21.0,53.4,4,0,2024-03-14,13,Complete,1
PO-2024-000576,SUP-043,Supplier Generic 43,Japan,Component,Medium,2024-02-03,2024-02-26,726,26.22,19035.72,Net 30,Sea,5349.9,18.0,63.2,5,0,2024-03-08,11,Complete,1
PO-2024-002111,SUP-019,PT Teknindo Sukses Mandiri,South Korea,Raw Material,High,2024-09-19,2024-10-17,1660,6.51,10806.6,Net 30,Sea,5137.0,24.2,59.8,4,0,2024-10-15,-2,Complete,0
PO-2024-002173,SUP-008,Shenzhen Precision Metals,South Korea,Packaging,Medium,2024-05-23,2024-06-11,1360,9.46,12865.6,Net 30,Sea,5507.4,14.4,61.0,2,0,2024-06-09,-2,Complete,0
PO-2024-001380,SUP-039,Supplier Generic 39,Indonesia,Raw Material,Medium,2024-07-03,2024-07-05,587,13.23,7766.01,Net 60,Land,345.4,2.9,79.9,5,0,2024-07-04,-1,Complete,0
PO-2024-001869,SUP-018,PT Bumi Kemasan Lestari,Indonesia,Component,Medium,2024-07-01,2024-07-08,2167,26.49,57403.83,Net 30,Courier,270.1,6.3,51.1,3,0,2024-07-07,-1,Complete,0
PO-2024-001737,SUP-005,PT Anugerah Kemasan,Indonesia,Raw Material,High,2024-12-07,2024-12-09,291,7.48,2176.68,Net 30,Land,348.0,2.0,,6,1,2024-12-08,-1,Complete,0
PO-2024-001725,SUP-019,PT Teknindo Sukses Mandiri,South Korea,Raw Material,Low,2024-01-06,2024-02-04,664,4.25,2822.0,Net 30,Sea,5411.5,24.2,59.8,7,0,2024-02-01,-3,Complete,0
PO-2024-002301,SUP-027,Supplier Generic 27,China,Component,Low,2024-11-12,2024-11-26,232,4.57,1060.24,Net 60,Air,3200.0,20.3,50.7,10,1,2024-12-10,14,Complete,1
PO-2024-002072,SUP-003,PT Baja Presisi Indonesia,Thailand,MRO,Low,2024-09-15,2024-09-26,292,11.94,3486.48,Net 90,Air,2266.7,14.9,78.5,4,0,2024-09-23,-3,Complete,0
PO-2024-000471,SUP-008,Shenzhen Precision Metals,South Korea,Raw Material,Medium,2024-09-14,2024-10-04,403,11.22,4521.66,Net 30,Sea,5756.4,14.4,61.0,4,0,2024-10-01,-3,Complete,0
PO-2024-001564,SUP-034,Supplier Generic 34,CHINA,Packaging,Low,2024-01-19,2024-02-12,332,10.1,3353.2,Net 60,Sea,2734.8,17.8,81.6,3,0,2024-02-10,-2,Complete,0
PO-2024-000092,SUP-006,PT Sumber Teknik Mandiri,India,Packaging,Low,2024-05-19,2024-06-10,3010,5.15,15501.5,Net 30,sea,5434.9,18.0,87.2,3,0,2024-06-07,-3,Complete,0
PO-2024-000436,SUP-026,Supplier Generic 26,Indonesia,Packaging,High,2024-03-05,2024-03-07,439,1.5,658.5,Net 30,Land,354.3,2.0,83.4,4,1,2024-03-19,12,Complete,1
PO-2024-000734,SUP-006,PT Sumber Teknik Mandiri,India,MRO,Medium,2024-09-13,2024-09-28,170,11.19,1902.3,Net 30,Air,5257.8,18.0,87.2,4,0,2024-09-27,-1,Complete,0
PO-2024-001878,SUP-005,PT Anugerah Kemasan,Indonesia,Component,Low,2024-01-03,2024-01-07,1760,14.62,25731.2,Net 30,Land,377.1,2.0,98.1,4,0,2024-01-06,-1,Complete,0
PO-2024-001642,SUP-011,Tokyo Machining Corp,China,MRO,Medium,2024-05-25,2024-06-09,292,2.99,873.08,COD,Air,3254.1,17.8,67.1,3,0,2024-06-09,0,Complete,0
PO-2024-000211,SUP-028,Supplier Generic 28,Indonesia,Raw Material,Low,2024-12-27,2025-01-01,1819,75.94,138134.86,Net 60,Land,297.2,4.4,83.4,4,1,2025-01-13,12,Complete,1
PO-2024-001363,SUP-013,Bangkok Packaging Solutions,Germany,MRO,Medium,2024-02-07,2024-02-27,4212,9.98,42035.76,Net 30,Air,10468.4,21.0,53.4,6,0,2024-03-05,7,Complete,1
PO-2024-000054,SUP-019,PT Teknindo Sukses Mandiri,South Korea,Component,Medium,2024-04-19,2024-05-19,1892,6.1,11541.2,Net 90,Sea,4356.6,24.2,59.8,7,1,2024-05-26,7,Complete,1
PO-2024-000780,SUP-022,Supplier Generic 22,China,Component,High,2024-10-19,2024-11-03,2668,32.47,86629.96,Net 30,Air ,3349.0,17.1,99.0,4,0,2024-10-31,-3,Complete,0
PO-2024-002163,SUP-044,Supplier Generic 44,China,Raw Material,Low,2024-07-24,2024-08-06,141,2.86,403.26,Net 60,Air ,2816.1,18.9,76.0,10,0,2024-08-06,0,Complete,0
PO-2024-001989,SUP-004,PT Karya Plastik Sejahtera,Japan,Component,Medium,2024-12-25,2025-01-15,393,40.85,16054.05,Net 90,Sea,5546.3,18.9,59.3,7,1,2025-01-13,-2,Complete,0
PO-2024-002500,SUP-014,Chennai Steel Works,South Korea,Raw Material,Low,2024-03-08,2024-04-04,839,32.27,27074.53,Net 30,Sea,4573.4,22.9,73.9,8,1,2024-04-15,11,Complete,1
PO-2024-000147,SUP-007,Global Parts Co.,USA,Packaging,Low,2024-04-09,2024-05-16,301,26.71,8039.71,Net 90,Sea,13220.1,30.2,59.5,8,1,2024-05-29,13,Complete,1
PO-2024-001454,SUP-049,Supplier Generic 49,Japan,Component,Medium,2024-08-18,2024-09-10,269,3.85,1035.65,Net 60,Sea,6035.2,20.2,40.0,6,0,2024-09-09,-1,Complete,0
PO-2024-000616,SUP-036,Supplier Generic 36,Indonesia,Packaging,Medium,2024-01-04,2024-01-08,1086,14.02,15225.72,Net 30,Courier,293.4,3.4,40.0,9,0,2024-01-05,-3,Complete,0
PO-2024-001488,SUP-017,PT Prima Rekayasa Komponen,Vietnam,Packaging,Low,2024-08-19,2024-09-11,1566,27.77,43487.82,Net 30,Sea,2501.8,19.5,65.3,6,0,2024-09-09,-2,Complete,0
PO-2024-000620,SUP-050,Supplier Generic 50,Indonesia,Component,Low,2024-05-05,2024-05-13,344,1.08,371.52,Net 60,Land,314.6,6.2,78.9,5,0,2024-05-10,-3,Complete,0
PO-2024-001598,SUP-003,PT Baja Presisi Indonesia,Thailand,MRO,Low,2024-11-13,2024-12-06,126,20.63,2599.38,Net 30,Sea,2336.6,14.9,78.5,8,1,2024-12-13,7,Complete,1
PO-2024-000578,SUP-001,PT Sinar Logam Jaya,South Korea,Component,Low,2024-08-16,2024-09-09,1192,10.28,12253.76,Net 30,Sea,4155.6,18.3,85.9,6,0,2024-09-07,-2,Complete,0
PO-2024-000794,SUP-035,Supplier Generic 35,China,Raw Material,Low,2024-04-17,2024-05-06,1889,18.37,34700.93,Net 60,Sea,3440.1,14.5,80.7,6,1,2024-05-03,-3,Complete,0
PO-2024-000631,SUP-043,Supplier Generic 43,Japan,MRO,High,2024-04-27,2024-05-17,1842,2.28,4199.76,Net 30,Sea,5304.9,18.0,63.2,4,1,2024-05-14,-3,Complete,0
PO-2024-000168,SUP-008,Shenzhen Precision Metals,south korea,Raw Material,Low,2024-05-03,2024-05-20,114,3.48,396.72,Net 30,Sea,4733.8,14.4,61.0,7,0,2024-05-20,0,Complete,0
PO-2024-002293,SUP-032,Supplier Generic 32, India ,MRO,Low,2024-11-22,2024-12-10,1946,53.19,103507.74,Net 30,Sea,4049.7,19.2,90.1,6,1,2024-12-10,0,Partial,0
PO-2024-002235,SUP-002,PT Mitra Komponen Nusantara,China,Raw Material,High,2024-01-26,2024-02-19,3514,15.52,54537.28,Net 60,Sea,2643.1,18.5,59.4,7,0,2024-02-18,-1,Complete,0
PO-2024-001381,SUP-047,Supplier Generic 47,China,Packaging,High,2024-06-02,2024-06-19,627,4.0,2508.0,Net 60,Sea,3148.4,11.1,49.4,9,0,2024-06-18,-1,Complete,0
PO-2024-001237,SUP-004,PT Karya Plastik Sejahtera,Japan,Raw Material,High,2024-02-21,2024-03-19,224,10.14,2271.36,Net 60,Sea,6006.5,18.9,59.3,7,0,2024-03-16,-3,Complete,0
PO-2024-000980,SUP-035,Supplier Generic 35,China,Packaging,Low,2024-06-08,2024-07-02,500,16.15,8075.0,Net 90,Sea,3324.7,14.5,80.7,2,0,2024-07-01,-1,Complete,0
PO-2024-001055,SUP-017,PT Prima Rekayasa Komponen,Vietnam,Raw Material,Low,2024-03-28,2024-04-24,617,9.16,5651.72,Net 60,Sea,2514.3,19.5,65.3,6,1,2024-04-22,-2,Complete,0
PO-2024-002176,SUP-029,Supplier Generic 29,Indonesia,Packaging,Medium,2024-08-15,2024-08-20,166,12.44,2065.04,Net 60,Courier,351.6,8.5,40.0,10,0,2024-08-17,-3,Complete,0
PO-2024-000759,SUP-049,Supplier Generic 49,Japan,Component,High,2024-05-24,2024-06-20,4711,22.56,106280.16,Net 60,Sea,5698.6,20.2,40.0,10,0,2024-07-03,13,Complete,1
PO-2024-002443,SUP-034,Supplier Generic 34,China,MRO,Low,2024-05-19,2024-06-02,355,8.53,3028.15,Net 60,Air,3357.7,17.8,81.6,1,0,2024-06-01,-1,Complete,0
PO-2024-000882,SUP-037,Supplier Generic 37,Indonesia,Packaging,Low,2024-02-06,2024-02-13,454,18.65,8467.1,Net 90,Land ,344.5,9.5,88.9,3,0,2024-02-12,-1,Complete,0
PO-2024-001806,SUP-003,PT Baja Presisi Indonesia,Thailand,Packaging,High,2024-12-05,2024-12-23,346,9.31,3221.26,Net 90,Sea,1858.2,14.9,78.5,2,1,2024-12-21,-2,Complete,0
PO-2024-002084,SUP-020,PT Wijaya Sparepart Utama,Germany,Component,Medium,2024-11-28,2024-12-17,347,15.64,5427.08,COD,Air,10181.8,23.3,57.9,3,1,2024-12-18,1,Complete,1
PO-2024-002139,SUP-037,Supplier Generic 37,Indonesia,Component,Low,2024-08-10,2024-08-15,398,37.07,14753.86,Net 60,Land,344.8,9.5,88.9,4,0,2024-08-14,-1,Partial,0
PO-2024-002178,SUP-046,Supplier Generic 46,South Korea,Packaging,Medium,2024-12-18,2025-01-11,254,3.68,934.72,Net 30,Sea,5149.2,20.8,93.5,7,1,2025-01-09,-2,Complete,0
PO-2024-001054,SUP-010,Deutsche Praezisionsteile GmbH,China,Component,High,2024-08-27,2024-09-21,2895,15.39,44554.05,COD,Sea,3596.1,17.0,64.2,6,0,2024-09-21,0,Complete,0
PO-2024-001734,SUP-009,Hanoi Component Supply,Indonesia,Component,Medium,2024-01-10,2024-01-17,8680,10.61,92094.8,Net 90,Land,261.8,7.6,90.8,7,0,2024-01-16,-1,Complete,0
PO-2024-001966,SUP-006,PT Sumber Teknik Mandiri,India,Packaging,Low,2024-01-08,2024-01-31,376,8.1,3045.6,Net 60,Sea,4850.2,18.0,87.2,6,0,2024-01-31,0,Complete,0
PO-2024-001266,SUP-032,Supplier Generic 32,India,MRO,Medium,2024-09-22,2024-10-07,721,7.93,5717.53,Net 30,Air,5812.5,19.2,,8,0,2024-10-05,-2,Complete,0
PO-2024-000530,SUP-050,Supplier Generic 50,INDONESIA,Packaging,Medium,2024-02-11,2024-02-13,1522,3.11,4733.42,Net 60,Land,293.5,6.2,78.9,5,0,2024-02-12,-1,Complete,0
PO-2024-000249,SUP-048,Supplier Generic 48,Indonesia,Component,Medium,2024-02-22,2024-02-27,827,4.34,3589.18,Net 90,Land,338.3,5.9,96.4,2,0,2024-02-24,-3,Complete,0
PO-2024-000060,SUP-048,Supplier Generic 48,Indonesia,Raw Material,Medium,2024-10-14,2024-10-16,242,6.96,1684.32,Net 60,Courier,337.8,5.9,96.4,4,0,2024-10-16,0,Complete,0
PO-2024-002207,SUP-007,Global Parts Co.,USA,Raw Material,Low,2024-06-10,2024-07-04,128,6.78,867.84,Net 30,Air,19423.0,30.2,59.5,9,0,2024-07-07,3,Complete,1
PO-2024-000282,SUP-019,PT Teknindo Sukses Mandiri,South Korea,Component,Low,2024-07-21,2024-08-19,224,40.23,9011.52,Net 30,Sea,6146.7,24.2,59.8,6,0,2024-08-18,-1,Complete,0
PO-2024-001339,SUP-036,Supplier Generic 36,Indonesia,MRO,High,2024-02-14,2024-02-17,267,21.09,5631.03,Net 60,Land,409.5,3.4,40.0,8,0,2024-02-29,12,Complete,1
PO-2024-000949,SUP-027,Supplier Generic 27,China,MRO,Low,2024-07-27,2024-08-20,3228,10.57,34119.96,COD,Sea,3300.7,20.3,50.7,6,0,2024-08-22,2,Complete,1
PO-2024-000606,SUP-014,Chennai Steel Works,South Korea,Raw Material,Medium,2024-07-31,2024-08-26,528,20.93,11051.04,COD,Sea,4690.4,22.9,73.9,7,0,2024-08-25,-1,Complete,0
PO-2024-002404,SUP-044,Supplier Generic 44,China,Raw Material,Medium,2024-01-25,2024-02-19,3192,6.34,20237.28,COD,Sea,3231.6,18.9,76.0,2,0,2024-02-19,0,Complete,0
PO-2024-000442,SUP-043,Supplier Generic 43,Japan,Packaging,Medium,2024-11-23,2024-12-07,2297,11.8,27104.6,Net 30,Air,5876.4,18.0,63.2,10,1,2024-12-07,0,Complete,0
PO-2024-002300,SUP-023,Supplier Generic 23,India,Raw Material,Medium,2024-07-30,2024-08-11,1277,5.33,6806.41,Net 30,Air,4854.3,17.2,48.9,2,0,2024-08-08,-3,Complete,0
PO-2024-001951,SUP-013,Bangkok Packaging Solutions,Germany,Packaging,Medium,2024-02-10,2024-02-29,904,5.44,4917.76,Net 30,Air,12503.9,21.0,53.4,7,0,2024-02-29,0,Complete,0
PO-2024-002359,SUP-030,Supplier Generic 30,Japan,MRO,Medium,2024-05-21,2024-06-07,1986,29.28,58150.08,COD,Air,4797.4,22.3,78.3,1,0,2024-06-04,-3,Complete,0
PO-2024-000303,SUP-003,PT Baja Presisi Indonesia,Thailand,Component,Low,2024-04-24,2024-05-13,233,3.16,736.28,Net 30,Sea,2383.0,14.9,78.5,1,1,2024-05-10,-3,Complete,0
PO-2024-002495,SUP-049,Supplier Generic 49,Japan,Raw Material,Low,2024-05-27,2024-06-19,1819,12.15,22100.85,Net 60,Sea,5744.1,20.2,40.0,13,0,2024-06-23,4,Complete,1
PO-2024-001105,SUP-016,PT Cahaya Logistik Industri,Indonesia,Raw Material,Medium,2024-06-02,2024-06-11,632,6.82,4310.24,Net 90,Land,373.0,10.2,67.7,8,0,2024-06-17,6,Complete,1
PO-2024-000976,SUP-045,Supplier Generic 45,south korea,Component,Medium,2024-07-02,2024-07-27,1164,15.71,18286.44,Net 60,Sea,5342.0,22.5,72.4,4,0,2024-07-24,-3,Complete,0
